Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
120,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.15 profile(1).json,25739246,36096.27540886941,0.001538216667,80.007,24.116,40.446,46.253
121,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.15 profile(2).json,26304496,37447.08490574219,0.001614720834,82.12,25.452,47.333,46.516
122,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.15 profile(3).json,25761219,39649.33843902323,0.001520611389,77.192,21.706,43.201,42.147
123,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.15 profile.json,27710059,37905.81472560286,0.00150121,76.312,25.144,41.264,40.263
124,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.16 profile(1).json,26803113,36233.22439798452,0.001706542778,87.603,26.074,44.004,49.857
125,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.16 profile(2).json,26712054,46738.40150061516,0.001562887778,80.826,26.234,41.597,48.663
126,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.16 profile.json,25096989,28192.807965971304,0.001473946389,75.707,26.868,38.748,45.319
127,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.17 profile(1).json,26314008,40872.71701468121,0.001443971667,72.353,24.667,42.564,41.527
128,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.17 profile(2).json,26664669,30792.160233000734,0.001655150278,83.862,23.655,40.55,50.345
129,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.17 profile.json,26641977,30921.674016230194,0.0016139074999999999,81.114,22.67,45.578,47.168
130,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.18 profile(1).json,25729185,46148.73380845577,0.001646457778,84.006,27.152,43.388,51.691
131,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.18 profile(2).json,25576429,31173.807818187222,0.001568547222,80.679,22.408,32.428,46.092
132,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.18 profile(3).json,26705405,39276.32061483673,0.001511241111,78.29,25.434,40.449,47.412
133,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.18 profile.json,25040146,27832.237185331305,0.001661606111,86.343,23.992,42.173,51.315
134,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.19 profile(1).json,25416200,28962.430444752077,0.001444073334,73.128,23.613,39.366,43.389
135,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.19 profile(2).json,27703050,26557.803668585188,0.001551738334,76.903,26.179,35.818,41.588
136,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.19 profile.json,25289689,39464.17136710625,0.001520153889,78.506,25.126,35.389,43.245
137,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.20 profile(1).json,25868614,30839.133569239362,0.001529896944,78.997,29.008,50.563,41.902
138,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.20 profile(2).json,27214738,36639.554556618335,0.001542893333,79.097,27.722,39.204,46.883
139,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.20 profile.json,27027174,41794.24437720166,0.001527728055,79.438,21.702,41.986,41.0
140,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.21 profile(1).json,24682242,43503.84108137488,0.001527151945,78.375,22.738,41.231,40.274
141,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.21 profile(2).json,24880919,34948.88686677906,0.001526592778,78.176,21.884,43.499,42.536
142,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.21 profile.json,26151193,34192.766183643085,0.001619838056,82.586,24.014,49.365,48.327
143,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.22 profile(1).json,25156504,37568.80248388799,0.001480842777,76.287,25.278,36.923,43.761
144,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.22 profile(2).json,25518443,27946.71443752384,0.001490518056,76.235,23.96,37.787,44.126
145,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.22 profile(3).json,26270977,27453.55068827784,0.0016778727779999999,85.027,21.603,42.344,52.083
146,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.22 profile.json,26867843,37311.463315418914,0.001542571389,77.852,25.628,35.395,44.09
147,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.23 profile(1).json,25048356,39813.65952532377,0.001630563889,84.527,19.724,50.431,49.356
148,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.23 profile(2).json,24640757,36337.26323523282,0.001418571944,71.771,27.151,42.946,43.186
