Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
332,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.19 profile(3).json,24690231,33786.82757751815,0.001692699167,86.938,27.091,42.123,56.01
333,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.19 profile.json,23970589,47044.14073827412,0.001683837223,86.538,25.76,51.589,47.726
334,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.20 profile(1).json,23926018,22323.4830979531,0.001579120556,81.645,54.235,47.323,53.868
335,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.20 profile(2).json,22071120,38649.218398969344,0.001593269167,82.411,29.478,44.55,51.678
336,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.20 profile.json,24407134,34496.033542104575,0.001520187777,77.659,32.741,43.886,50.63
337,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.21 profile(1).json,23458662,18563.772438289554,0.001617753889,83.952,29.207,41.859,55.261
338,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.21 profile(2).json,22599108,23722.558294311402,0.001731247778,87.296,30.143,52.365,55.044
339,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.21 profile.json,23861219,37703.616719345846,0.001549010277,79.556,29.406,37.781,47.991
340,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.22 profile(1).json,22925308,30082.07215271424,0.001652676389,85.613,54.972,50.555,51.768
341,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.22 profile(2).json,24612862,25323.57500781444,0.001659064445,86.718,27.295,44.808,50.86
342,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.22 profile(3).json,23316611,27743.95831167824,0.0015523991659999999,79.925,30.528,44.462,46.267
343,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.22 profile.json,23931682,27568.34597943498,0.001612568889,82.814,30.448,50.533,51.285
344,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.23 profile(1).json,24315504,32185.760586341796,0.001576104445,82.031,26.887,48.575,49.801
345,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.23 profile(2).json,22425763,22887.03106587173,0.001752970556,89.613,30.476,49.742,59.964
346,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.23 profile.json,23994434,30091.31810668954,0.0016242097219999999,84.764,59.185,45.539,54.744
347,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.24 profile(1).json,23814240,19884.56821994554,0.0016030461109999999,83.559,60.278,38.479,59.819
348,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.24 profile(2).json,23350659,30521.40042153666,0.001698273889,87.399,31.541,52.097,57.159
349,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.24 profile.json,24097865,28835.026962130498,0.001652557778,84.722,31.263,48.7,51.537
350,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.25 profile(1).json,23053049,30593.168608417745,0.001709287778,87.552,30.547,49.626,58.578
351,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.25 profile(2).json,24918061,28837.191698076265,0.001552433055,78.171,22.935,45.63,47.755
352,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.25 profile(3).json,25394650,29404.34485914177,0.001649507777,83.401,28.794,46.394,50.959
353,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.25 profile.json,24171545,21334.40069567949,0.001462729167,75.515,35.183,48.402,50.903
354,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.26 profile(1).json,23017072,25694.098821582484,0.0017532925,89.847,55.418,47.093,55.151
355,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.26 profile(2).json,23429703,17078.38008194663,0.0016441024999999999,86.72,28.49,46.663,51.529
356,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.26 profile.json,23988265,13594.271334395886,0.001708186389,89.259,58.856,45.072,46.988
357,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.27 profile(1).json,23578354,40789.97070036824,0.001444039444,75.562,33.657,42.883,49.752
358,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.27 profile(2).json,23029823,28079.67882644337,0.0016893611119999999,87.13,28.746,48.389,54.566
359,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.27 profile.json,23776504,23707.95604009118,0.0015385216669999999,79.32,26.469,50.519,51.646
360,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.28 profile(1).json,24585259,25059.841693105664,0.001600470556,83.102,29.573,42.742,55.194
361,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.28 profile(2).json,23340465,33254.78830425086,0.001587338611,81.921,56.174,49.324,54.29
362,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.28 profile(3).json,21695429,27328.11012928809,0.001693529444,88.645,59.685,48.463,55.323
363,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.28 profile.json,23289881,28677.00601980813,0.001621430834,83.049,28.494,48.022,52.667
364,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.29 profile(1).json,22189433,23105.138896377608,0.001669129445,85.11,30.045,53.61,59.45
365,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.29 profile(2).json,24553061,33120.25918990872,0.001710473889,86.437,33.949,49.858,57.774
366,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.29 profile.json,24706143,32933.85586600305,0.001575291111,81.387,31.318,42.142,53.464
367,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.30 profile(1).json,23060142,29257.0568057321,0.001557889167,81.472,26.95,47.736,51.685
368,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.30 profile(2).json,23218595,31524.369129939325,0.0016040288889999999,81.577,24.619,45.801,50.867
369,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.30 profile.json,22875877,23934.013512995472,0.001587948611,82.614,30.672,51.278,55.479
370,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.31 profile(1).json,22132660,42482.786146555736,0.001720369444,88.65,29.477,54.748,58.65
371,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.31 profile(2).json,24921251,27575.546096044465,0.001558533056,80.394,53.934,43.019,53.561
372,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.31 profile(3).json,25265272,31840.320292143588,0.001624616389,82.871,27.855,47.545,49.38
373,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.31 profile.json,23868309,23400.409448894425,0.001632241389,84.822,54.849,39.688,50.9
374,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.32 profile(1).json,24638526,33339.92586123533,0.001647135556,84.463,23.757,51.074,55.054
375,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.32 profile(2).json,23015889,32454.89576801946,0.001630208055,85.738,33.726,50.72,57.962
376,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.32 profile.json,23752469,40775.796467246495,0.001695427222,87.306,30.42,49.667,54.463
377,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.33 profile(1).json,22310691,27455.671656679122,0.001529896944,79.37,54.257,48.515,52.77
378,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.33 profile(2).json,23059420,34334.12667618012,0.001603723889,83.991,24.438,43.396,53.588
379,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.33 profile.json,24290377,24149.551804143128,0.001749141111,88.425,29.472,37.214,55.148
380,analysis/data_extraction/input/TTF\Firefox 2023-11-21 03.34 profile(1).json,22662105,31888.51619618391,0.00166774,85.96,25.342,43.154,54.969
